tract_id,lat,lon,population,deprivation_index,is_hot_corridor,nearest_site_id,nearest_site_km,site_id,open_date,event_count,rate_per_1k,gi_zscore,gi_pvalue,hotspot_type
06075000031,37.732677764074246,-122.38842348160937,6947,0.392,False,HR004,0.3247854265676811,HR004,2025-06-01,19,2.7349935223837627,-0.8723725759931539,0.021,"COLD SPOT (p<0.05, perm test)"
06075000032,37.73166673291054,-122.38588266601184,5685,0.516,False,HR004,0.5257229151334942,HR004,2025-06-01,34,5.980650835532103,-0.947859518494758,0.019,"COLD SPOT (p<0.05, perm test)"
06075000033,37.79979293029275,-122.40341286668549,5507,0.193,False,HR001,1.9913903272872508,HR001,2024-03-01,76,13.800617396041403,0.7371761578367939,0.095,not significant
06075000034,37.802667153232,-122.44256740793732,3472,0.419,False,HR001,3.285953303313872,HR001,2024-03-01,28,8.064516129032258,0.15461553183542376,0.649,not significant
06075000035,37.76269462247131,-122.43210688462976,5047,0.262,False,HR003,1.5500894820333246,HR003,2025-01-10,42,8.321775312066574,-0.6550506351735761,0.111,not significant
06075000036,37.75871768725674,-122.43276082628994,7211,0.414,False,HR003,1.5816154815802623,HR003,2025-01-10,49,6.795174039661628,-0.4137505156629638,0.357,not significant
06075000037,37.804929155844,-122.46125438759562,2607,0.441,False,HR001,4.785326590742957,HR001,2024-03-01,9,3.452243958573072,-0.5133907437596265,0.247,not significant
06075000038,37.76820434862915,-122.4023559631725,6671,0.457,False,HR002,1.1777285330332337,HR002,2024-09-15,119,17.838405036726126,0.8027146503411905,0.055,not significant
06075000039,37.73025097868317,-122.43582908190707,5210,0.193,False,HR003,3.773304902773062,HR003,2025-01-10,11,2.111324376199616,-0.45047355114901705,0.331,not significant
06075000040,37.73523494750988,-122.41896270584452,6457,0.516,False,HR004,2.59529622699291,HR004,2025-06-01,56,8.67275824686387,-0.7555538645571577,0.051,not significant
06075000041,37.74271916998995,-122.40257386693828,6148,0.242,False,HR004,1.40690280762268,HR004,2025-06-01,35,5.692908262849707,-0.853610996900455,0.021,"COLD SPOT (p<0.05, perm test)"
06075000042,37.792300626041886,-122.40377140883896,4876,0.165,False,HR001,1.2840860671588046,HR001,2024-03-01,85,17.432321575061525,0.6602260285862876,0.111,not significant
06075000043,37.779884900762475,-122.39611152118594,4197,0.372,False,HR002,0.846517170512051,HR002,2024-09-15,80,19.061234214915416,1.0473973527338802,0.019,"HOT SPOT (p<0.05, perm test)"
06075000044,37.79906698739237,-122.42284699195784,5950,0.298,False,HR001,1.8749814858139393,HR001,2024-03-01,81,13.61344537815126,0.6780933485422433,0.107,not significant
06075000045,37.759946157378224,-122.43421544092156,3271,0.482,False,HR003,1.7038052951295353,HR003,2025-01-10,29,8.865790278202384,-0.6664245787368617,0.101,not significant
06075000046,37.78044888918769,-122.42219013738172,5712,0.473,False,HR001,0.8325445958042046,HR001,2024-03-01,78,13.65546218487395,1.3347962018582777,0.009,"HOT SPOT (p<0.05, perm test)"
06075000047,37.796795663788856,-122.47845670518852,3020,0.277,False,HR001,5.860676374734219,HR001,2024-03-01,10,3.3112582781456954,-0.6423771960011415,0.133,not significant
06075000048,37.76407287110979,-122.4700489365348,6074,0.531,False,HR003,4.870298351197029,HR003,2025-01-10,37,6.091537701679289,-0.8461905379247189,0.029,"COLD SPOT (p<0.05, perm test)"
