tract_id,week_offset,treated,n_events,post,site_id
06075000037,6,0,0,1,HR001
06075000037,7,0,0,1,HR001
06075000037,8,0,0,1,HR001
06075000037,9,0,0,1,HR001
06075000037,10,0,0,1,HR001
06075000037,11,0,0,1,HR001
06075000037,12,0,0,1,HR001
06075000037,13,0,0,1,HR001
06075000037,14,0,0,1,HR001
06075000037,15,0,0,1,HR001
06075000037,16,0,0,1,HR001
06075000037,17,0,0,1,HR001
06075000037,18,0,0,1,HR001
06075000037,19,0,0,1,HR001
06075000037,20,0,0,1,HR001
06075000037,21,0,0,1,HR001
06075000037,22,0,0,1,HR001
06075000037,23,0,0,1,HR001
06075000037,24,0,0,1,HR001
06075000037,25,0,0,1,HR001
06075000037,26,0,0,1,HR001
06075000005,-12,1,1,0,HR002
06075000005,-11,1,2,0,HR002
06075000005,-10,1,0,0,HR002
06075000005,-9,1,0,0,HR002
06075000005,-8,1,1,0,HR002
06075000005,-7,1,0,0,HR002
06075000005,-6,1,0,0,HR002
06075000005,-5,1,0,0,HR002
06075000005,-4,1,2,0,HR002
06075000005,-3,1,2,0,HR002
06075000005,-2,1,0,0,HR002
06075000005,-1,1,1,0,HR002
06075000005,0,1,0,1,HR002
06075000005,1,1,1,1,HR002
06075000005,2,1,5,1,HR002
06075000005,3,1,3,1,HR002
06075000005,4,1,2,1,HR002
06075000005,5,1,1,1,HR002
06075000005,6,1,0,1,HR002
06075000005,7,1,4,1,HR002
06075000005,8,1,0,1,HR002
06075000005,9,1,2,1,HR002
06075000005,10,1,0,1,HR002
06075000005,11,1,0,1,HR002
06075000005,12,1,0,1,HR002
06075000005,13,1,1,1,HR002
06075000005,14,1,0,1,HR002
06075000005,15,1,3,1,HR002
06075000005,16,1,1,1,HR002
06075000005,17,1,2,1,HR002
06075000005,18,1,0,1,HR002
06075000005,19,1,0,1,HR002
06075000005,20,1,0,1,HR002
06075000005,21,1,2,1,HR002
06075000005,22,1,2,1,HR002
06075000005,23,1,0,1,HR002
06075000005,24,1,1,1,HR002
06075000005,25,1,0,1,HR002
06075000005,26,1,1,1,HR002
06075000006,-12,1,3,0,HR002
06075000006,-11,1,1,0,HR002
06075000006,-10,1,1,0,HR002
06075000006,-9,1,2,0,HR002
06075000006,-8,1,1,0,HR002
06075000006,-7,1,0,0,HR002
06075000006,-6,1,1,0,HR002
06075000006,-5,1,0,0,HR002
06075000006,-4,1,2,0,HR002
06075000006,-3,1,2,0,HR002
06075000006,-2,1,1,0,HR002
06075000006,-1,1,2,0,HR002
06075000006,0,1,2,1,HR002
06075000006,1,1,1,1,HR002
06075000006,2,1,2,1,HR002
06075000006,3,1,0,1,HR002
06075000006,4,1,3,1,HR002
06075000006,5,1,0,1,HR002
06075000006,6,1,2,1,HR002
06075000006,7,1,4,1,HR002
06075000006,8,1,2,1,HR002
06075000006,9,1,1,1,HR002
06075000006,10,1,1,1,HR002
06075000006,11,1,3,1,HR002
06075000006,12,1,0,1,HR002
06075000006,13,1,2,1,HR002
06075000006,14,1,1,1,HR002
06075000006,15,1,0,1,HR002
06075000006,16,1,1,1,HR002
06075000006,17,1,0,1,HR002
06075000006,18,1,0,1,HR002
06075000006,19,1,2,1,HR002
06075000006,20,1,1,1,HR002
06075000006,21,1,1,1,HR002
06075000006,22,1,1,1,HR002
06075000006,23,1,1,1,HR002
06075000006,24,1,2,1,HR002
06075000006,25,1,0,1,HR002
06075000006,26,1,0,1,HR002
06075000007,-12,1,0,0,HR002
06075000007,-11,1,0,0,HR002
06075000007,-10,1,1,0,HR002
06075000007,-9,1,0,0,HR002
06075000007,-8,1,0,0,HR002
06075000007,-7,1,0,0,HR002
06075000007,-6,1,1,0,HR002
06075000007,-5,1,0,0,HR002
06075000007,-4,1,0,0,HR002
06075000007,-3,1,0,0,HR002
06075000007,-2,1,0,0,HR002
06075000007,-1,1,0,0,HR002
06075000007,0,1,2,1,HR002
06075000007,1,1,3,1,HR002
06075000007,2,1,0,1,HR002
06075000007,3,1,0,1,HR002
06075000007,4,1,1,1,HR002
06075000007,5,1,2,1,HR002
06075000007,6,1,0,1,HR002
06075000007,7,1,3,1,HR002
06075000007,8,1,2,1,HR002
06075000007,9,1,1,1,HR002
06075000007,10,1,0,1,HR002
06075000007,11,1,2,1,HR002
06075000007,12,1,3,1,HR002
06075000007,13,1,0,1,HR002
06075000007,14,1,1,1,HR002
06075000007,15,1,0,1,HR002
06075000007,16,1,1,1,HR002
06075000007,17,1,2,1,HR002
06075000007,18,1,0,1,HR002
06075000007,19,1,0,1,HR002
06075000007,20,1,0,1,HR002
06075000007,21,1,1,1,HR002
06075000007,22,1,0,1,HR002
06075000007,23,1,2,1,HR002
06075000007,24,1,3,1,HR002
06075000007,25,1,0,1,HR002
06075000007,26,1,0,1,HR002
06075000009,-12,1,1,0,HR002
06075000009,-11,1,1,0,HR002
06075000009,-10,1,1,0,HR002
06075000009,-9,1,2,0,HR002
06075000009,-8,1,0,0,HR002
06075000009,-7,1,1,0,HR002
06075000009,-6,1,4,0,HR002
06075000009,-5,1,0,0,HR002
06075000009,-4,1,3,0,HR002
06075000009,-3,1,0,0,HR002
06075000009,-2,1,1,0,HR002
06075000009,-1,1,0,0,HR002
06075000009,0,1,1,1,HR002
06075000009,1,1,1,1,HR002
06075000009,2,1,2,1,HR002
06075000009,3,1,0,1,HR002
06075000009,4,1,4,1,HR002
06075000009,5,1,3,1,HR002
06075000009,6,1,0,1,HR002
06075000009,7,1,1,1,HR002
06075000009,8,1,5,1,HR002
06075000009,9,1,1,1,HR002
06075000009,10,1,2,1,HR002
06075000009,11,1,1,1,HR002
06075000009,12,1,1,1,HR002
06075000009,13,1,2,1,HR002
06075000009,14,1,0,1,HR002
06075000009,15,1,3,1,HR002
06075000009,16,1,2,1,HR002
06075000009,17,1,2,1,HR002
06075000009,18,1,1,1,HR002
06075000009,19,1,0,1,HR002
06075000009,20,1,1,1,HR002
06075000009,21,1,0,1,HR002
06075000009,22,1,0,1,HR002
06075000009,23,1,1,1,HR002
06075000009,24,1,1,1,HR002
06075000009,25,1,0,1,HR002
06075000009,26,1,0,1,HR002
06075000010,-12,1,1,0,HR002
06075000010,-11,1,0,0,HR002
06075000010,-10,1,0,0,HR002
06075000010,-9,1,0,0,HR002
06075000010,-8,1,2,0,HR002
06075000010,-7,1,2,0,HR002
06075000010,-6,1,1,0,HR002
06075000010,-5,1,0,0,HR002
06075000010,-4,1,1,0,HR002
06075000010,-3,1,2,0,HR002
06075000010,-2,1,0,0,HR002
06075000010,-1,1,1,0,HR002
06075000010,0,1,1,1,HR002
06075000010,1,1,1,1,HR002
06075000010,2,1,1,1,HR002
06075000010,3,1,2,1,HR002
06075000010,4,1,2,1,HR002
06075000010,5,1,1,1,HR002
06075000010,6,1,1,1,HR002
06075000010,7,1,0,1,HR002
06075000010,8,1,2,1,HR002
06075000010,9,1,1,1,HR002
06075000010,10,1,2,1,HR002
06075000010,11,1,1,1,HR002
06075000010,12,1,0,1,HR002
06075000010,13,1,1,1,HR002
06075000010,14,1,1,1,HR002
06075000010,15,1,0,1,HR002
06075000010,16,1,2,1,HR002
06075000010,17,1,1,1,HR002
06075000010,18,1,0,1,HR002
06075000010,19,1,2,1,HR002
06075000010,20,1,0,1,HR002
06075000010,21,1,3,1,HR002
06075000010,22,1,0,1,HR002
06075000010,23,1,1,1,HR002
06075000010,24,1,0,1,HR002
06075000010,25,1,1,1,HR002
06075000010,26,1,1,1,HR002
06075000011,-12,1,1,0,HR002
06075000011,-11,1,2,0,HR002
06075000011,-10,1,3,0,HR002
06075000011,-9,1,1,0,HR002
06075000011,-8,1,1,0,HR002
06075000011,-7,1,1,0,HR002
06075000011,-6,1,0,0,HR002
06075000011,-5,1,0,0,HR002
06075000011,-4,1,1,0,HR002
06075000011,-3,1,0,0,HR002
06075000011,-2,1,1,0,HR002
06075000011,-1,1,0,0,HR002
06075000011,0,1,0,1,HR002
06075000011,1,1,2,1,HR002
06075000011,2,1,1,1,HR002
06075000011,3,1,6,1,HR002
06075000011,4,1,1,1,HR002
06075000011,5,1,1,1,HR002
06075000011,6,1,3,1,HR002
06075000011,7,1,3,1,HR002
06075000011,8,1,3,1,HR002
06075000011,9,1,0,1,HR002
06075000011,10,1,1,1,HR002
06075000011,11,1,1,1,HR002
06075000011,12,1,2,1,HR002
06075000011,13,1,4,1,HR002
06075000011,14,1,1,1,HR002
06075000011,15,1,1,1,HR002
06075000011,16,1,1,1,HR002
06075000011,17,1,3,1,HR002
06075000011,18,1,0,1,HR002
06075000011,19,1,2,1,HR002
06075000011,20,1,1,1,HR002
06075000011,21,1,2,1,HR002
06075000011,22,1,0,1,HR002
06075000011,23,1,3,1,HR002
06075000011,24,1,2,1,HR002
06075000011,25,1,3,1,HR002
06075000011,26,1,3,1,HR002
06075000012,-12,1,0,0,HR002
06075000012,-11,1,2,0,HR002
06075000012,-10,1,3,0,HR002
06075000012,-9,1,0,0,HR002
06075000012,-8,1,2,0,HR002
06075000012,-7,1,1,0,HR002
06075000012,-6,1,1,0,HR002
06075000012,-5,1,3,0,HR002
06075000012,-4,1,2,0,HR002
06075000012,-3,1,0,0,HR002
06075000012,-2,1,3,0,HR002
06075000012,-1,1,1,0,HR002
06075000012,0,1,1,1,HR002
06075000012,1,1,2,1,HR002
06075000012,2,1,1,1,HR002
06075000012,3,1,2,1,HR002
06075000012,4,1,2,1,HR002
06075000012,5,1,1,1,HR002
06075000012,6,1,0,1,HR002
06075000012,7,1,4,1,HR002
06075000012,8,1,3,1,HR002
06075000012,9,1,3,1,HR002
06075000012,10,1,1,1,HR002
06075000012,11,1,0,1,HR002
06075000012,12,1,1,1,HR002
06075000012,13,1,2,1,HR002
06075000012,14,1,3,1,HR002
06075000012,15,1,1,1,HR002
06075000012,16,1,2,1,HR002
06075000012,17,1,1,1,HR002
06075000012,18,1,1,1,HR002
06075000012,19,1,1,1,HR002
06075000012,20,1,1,1,HR002
06075000012,21,1,0,1,HR002
06075000012,22,1,0,1,HR002
06075000012,23,1,1,1,HR002
06075000012,24,1,1,1,HR002
06075000012,25,1,1,1,HR002
06075000012,26,1,0,1,HR002
06075000013,-12,1,0,0,HR002
06075000013,-11,1,0,0,HR002
06075000013,-10,1,1,0,HR002
06075000013,-9,1,1,0,HR002
06075000013,-8,1,0,0,HR002
06075000013,-7,1,0,0,HR002
06075000013,-6,1,2,0,HR002
06075000013,-5,1,2,0,HR002
06075000013,-4,1,1,0,HR002
06075000013,-3,1,0,0,HR002
06075000013,-2,1,0,0,HR002
06075000013,-1,1,0,0,HR002
06075000013,0,1,0,1,HR002
06075000013,1,1,0,1,HR002
06075000013,2,1,2,1,HR002
06075000013,3,1,1,1,HR002
06075000013,4,1,0,1,HR002
06075000013,5,1,0,1,HR002
06075000013,6,1,0,1,HR002
06075000013,7,1,1,1,HR002
06075000013,8,1,0,1,HR002
06075000013,9,1,0,1,HR002
06075000013,10,1,1,1,HR002
06075000013,11,1,1,1,HR002
06075000013,12,1,2,1,HR002
06075000013,13,1,1,1,HR002
06075000013,14,1,1,1,HR002
06075000013,15,1,0,1,HR002
06075000013,16,1,0,1,HR002
06075000013,17,1,0,1,HR002
06075000013,18,1,0,1,HR002
06075000013,19,1,0,1,HR002
06075000013,20,1,0,1,HR002
06075000013,21,1,0,1,HR002
06075000013,22,1,0,1,HR002
06075000013,23,1,2,1,HR002
06075000013,24,1,2,1,HR002
06075000013,25,1,1,1,HR002
06075000013,26,1,2,1,HR002
06075000014,-12,1,1,0,HR002
06075000014,-11,1,1,0,HR002
06075000014,-10,1,0,0,HR002
06075000014,-9,1,0,0,HR002
06075000014,-8,1,2,0,HR002
06075000014,-7,1,1,0,HR002
06075000014,-6,1,1,0,HR002
06075000014,-5,1,4,0,HR002
06075000014,-4,1,2,0,HR002
06075000014,-3,1,0,0,HR002
06075000014,-2,1,1,0,HR002
06075000014,-1,1,2,0,HR002
06075000014,0,1,2,1,HR002
06075000014,1,1,0,1,HR002
06075000014,2,1,1,1,HR002
06075000014,3,1,2,1,HR002
06075000014,4,1,4,1,HR002
06075000014,5,1,0,1,HR002
06075000014,6,1,0,1,HR002
06075000014,7,1,3,1,HR002
06075000014,8,1,2,1,HR002
06075000014,9,1,0,1,HR002
06075000014,10,1,2,1,HR002
06075000014,11,1,6,1,HR002
06075000014,12,1,2,1,HR002
06075000014,13,1,1,1,HR002
